SupplierID,SupplierName,RawMaterialBatchID,MaterialName,MaterialGrade,InitialQuantity,Unit,ReceiveDate,MachineID,MachineName,MachineType,LastMaintenanceDate,CustomerOrderID,CustomerName,OrderDate,ProductionOrderID,ComponentToProduce,QuantityToProduce,ScheduledStart,ScheduledEnd,Status,MaterialUsedBatchID,QuantityUsed,QualityCheckID,CheckTimestamp,Result,InspectorName
S-08,Precision Fasteners,RM-0008,Polycarbonate,Injection Grade,4557,ft,18-04-2024,M-201,P1-Waterjet Cutter,Cutter,10-01-2024,C-511,Customer 128,07-16-2025 18:49,P1-24-1058,Component R2,1031.573524,21-01-2024 14:52,26-01-2023 03:34,Completed,RM-0015,1950.086455,,,,Jane Smith
S-01,Global Metals,RM-0067,Titanium Ingot,3/16 inch,4601,kg,24-09-2024,M-201,P1-Stamping Press 1,Mill,23-11-2023 04:32,C-506,Customer 63,25-12-2023 17:52,P2-25-1011,Component J3,1033.391085,25-04-2024 06:18,05-12-2024 00:04,In Progress,RM-0045,,,05-02-2023 23:30,Passed,John Doe
S-03,SteelCorp,RM-0051,Steel I-Beam,6AL-4V,2853,kg,25-11-2024,M-101,P2-Grinding Machine 5,Drawer,06-12-2022 17:41,C-502,Customer 100,08-01-2024 09:44,P1_24_1031,Component C6,958.2197324,28-11-2025 07:53,15-08-2024 22:14,Completed,,1129.401834,,,Passed,Peter Jones
S-01,SteelCorp,RM-0090,Bolt Blank,Cold Finished,3890,ft,24-03-2025,M-101,P1-Wire Drawer 1,Mill,20-11-2023 03:32,C-511,Customer 136,07-16-2025 18:49,P1-25-1027,Component A1,370.770928,24-05-2025 08:24,25-05-2025 08:24,Quoted,RM-0038,,,15-08-2024 21:21,Passed,Peter Jones
S-01,SteelCorp,RM-0059,Steel Flat Bar,Pure Copper,2591,kg,25-11-2024,M-101,P2-Milling Machine 2,Lathe,13-01-2025 10:59,C-506,Customer 110,16-04-2025 09:12,P2/23/1023,Component R2,337.1097825,24-05-2025 08:24,01-08-2025 22:17,Completed,RM-0051,1163.062272,QC-229,,,Mary Williams
S-06,PlasticPro,RM-0057,Titanium Bar,Beryllium Copper,4480,pcs,29-07-2025,M-201,P2-Milling Machine 2,Cutter,06-12-2022 17:41,C-508,Customer 69,13-11-2024 13:22,P1-25-1098,Component Y8,82.36419483,16-01-2024 19:54,01-02-2023 20:12,Completed,RM-0020,1640.54374,QC-252,,Passed,Peter Jones
S-01,AluWorks,RM-0019,PBT Resin,Type 1,2828,m,13-02-2024,M-104,P1-CNC Lathe 1,Grinder,09-03-2023 03:22,C-510,Customer 120,02-05-2025 20:34,P1_24_1071,Component U2,968.9703449,20-02-2024 02:13,21-04-2024 21:23,Completed,RM-0063,1964.277581,,,Passed,Jane Smith
S-03,Global Metals,RM-0014,Steel Wire Rod,C101,844.37,m,14-01-2024,P1-LATHE-01,P1-Stamping Press 1,Press,18-10-2024 19:54,C-509,Customer 134,12-03-2024 12:59,P1-25-1007,Component Z4,501.1406436,02-09-2023 21:05,01-08-2025 01:18,Scheduled,,1118.900827,QC-287,21-01-2024 15:21,,Invalid date format
S-06,Precision Fasteners,RM-0077,Copper Wire Bar,C102,2059,kg,14-12-2024,M-103,P2-Stamping Press 1,Lathe,01-03-2025 10:55,C-513,Customer 50,23-01-2025 17:49,P2-24-1039,Component R4,463.0403581,25-04-2024 06:18,21-04-2024 21:23,Completed,,886.7156376,,05-02-2024 05:08,Passed,Invalid date format
S-01,Global Metals,RM-0087,Washer Blank,Expanded Metal,3717,kg,27-07-2025,M-201,P1-CNC Lathe 1,Press,05/18/2025,C-504,Customer 106,10-29-2024 07:12,P2-25-1092,Component V1,689.0118707,21-04-2025 00:14,29-11-2025 02:25,Quoted,,4186.680209,,,Passed,John Doe
S-06,Global Metals,RM-0037,Aluminum Angle,PA66,2230,m,11-08-2024,M-105,P1-CNC Lathe 1,Drawer,19-02-2025 19:51,C-512,Customer 106,16-07-2024 11:39,1060,Component I6,517.1946697,21-05-2024 01:23,19-05-2025 00:21,Completed,,424.9516882,QC-243,,Passed,John Doe
S-01,Steel Corp,RM-0039,ABS Pellets,Unfilled,2705,kg,25-08-2023,M-103,P1-CNC Lathe 1,Grinder,11/18/2024,C-508,Customer 148,25-04-2025 17:34,P1-23-1015,Component S8,660.5704014,29-03-2025 01:11,16-02-2024 02:25,Scheduled,RM-0100,,QC-235,,,Mary Williams
S-06,SteelCorp,RM-0071,Steel Pipe,Black,1603,kg,18-04-2023,M-104,P1-CNC Lathe 1,Lathe,20-01-2024 18:22,C-512,Customer 67,20-04-2024 23:05,P1-24-1054,Component E6,454.5702562,15-06-2024 11:43,16-02-2024 02:25,Scheduled,,3950.431634,,26-01-2023 17:15,Passed,Conflicting duplicate record - missing material and QC
S-03,Copper Co.,RM-0016,Steel Sheet,2024-T351,3587,kg,28-01-2024,M-103,P2-Grinding Machine 5,Drawer,17-02-2025 20:23,C-503,Customer 87,14-01-2023 20:53,P1-25-1027,Component A6,200.9441322,04-02-2024 13:02,13-03-2025 03:21,Scheduled,RM-0007,1996.697027,,,Passed,John Doe
S-01,Precision Fasteners,RM-0023,PVC Pellets,Natural,1212,KG,25-11-2024,M-105,P1-CNC Lathe 1,Cutter,01-08-2024 01:14,C-506,Customer 65,25-12-2023 17:52,1068,Component U6,86.67768242,02-10-2024 01:21,06-02-2024 00:07,Scheduled,,,,22-04-2023 04:15,,
S-01,PlasticPro,RM-0065,ABS Pellets,Hot Rolled,4109,kg,25-11-2024,M-202,P2-Grinding Machine 5,Cutter,11/18/2024,C-512,Customer 127,04-26-2024 10:29,P2-25-1014,Component B6,913.3515201,23-04-2023 23:26,19-05-2025 00:21,Completed,RM-0002,,QC-258,01-02-2023 19:15,Failed,John Doe
S-02,SteelCorp,RM-0007,Aluminum Round Bar,HP12x53,1764,kg,28-01-2024,M-103,P1-CNC Lathe 1,Lathe,10/21/2025,C-508,Customer 144,03-24-2025 15:53,P2-25-1014,Component B6,454.5610232,16-01-2024 00:23,16-06-2024 01:43,Completed,RM-0073,101.9007168,QC-238,23-04-2024 03:31,Passed,
S-01,SteelCorp,RM-0074,Nylon Granules,ACR,2420,kg,21-01-2023,M-202,P1-CNC Lathe 1,Lathe,04-12-2023 03:32,C-506,Customer 122,10-01-2023 13:58,P2/23/1003,Component Q4,529.5054785,26-03-2025 12:47,20-05-2025 22:14,Scheduled,RM-0035,668.1272134,QC-231,24-04-2023 15:43,,John Doe
S-06,PlasticPro,RM-0094,Titanium Ingot,6AL-2Sn-4Zr-2Mo,2591,kg,17-05-2025,M-202,P2-Grinding Machine 5,Lathe,29-04-2024 14:14,C-513,Customer 92,08-01-2023 17:35,1020,Component Z2,756.4307329,01-10-2025 02:05,05-12-2024 02:04,Completed,,,,,Passed,Peter Jones
S-01,PlasticPro,RM-0035,Steel Bar,C145 Tellurium,"$1,031",kg,18-04-2025,M-105,P1-Stamping Press 1,Lathe,16-07-2024 01:14,C-502,Customer 98,24-05-2024 22:52,P1_24_1084,Component K4,87.37535169,24-05-2025 08:24,05-10-2025 08:15,Scheduled,RM-0069,,QC-294,24-05-2025 07:29,Passed,Conflicting duplicate record - missing material and QC
S-01,SteelCorp,RM-0069,ABS Pellets,Stainless 304,2731,m,28-01-2024,M-104,P1-CNC Lathe 1,Press,21-10-2025 18:05,C-510,Customer 105,09-07-2025 23:44,P1_24_1006,Component K8,105.8050619,02-10-2024 01:14,03-09-2023 12:05,Completed,RM-0058,,QC-289,15-08-2024 21:21,,John Doe
S-01,CopperCo,RM-0007,PVC Sheet,C110 H02,2127,kg,25-11-2024,M-105,P1-Stamping Press 1,Press,24-03-2024 15:43,C-507,Customer 129,10-01-2023 13:58,1064,Component U6,492.6742922,24-01-2023 09:12,28-11-2025 17:53,Scheduled,,1109.296396,QC-237,,,Jane Smith
S-06,SteelCorp,RM-0027,Steel Sheet,C101,3269,kg,24-09-2025,M-201,P1-Waterjet Cutter,Lathe,19-06-2025 00:03,C-509,Customer 60,10-29-2024 07:12,P1-25-1027,Component C4,933.3730352,17-01-2024 01:14,28-01-2025 01:48,Completed,,3535.890942,QC-276,29-10-2025 14:44,Passed,
S-06,SteelCorp,RM-0032,Titanium Foil,Assorted,2186,m,25-11-2024,M-103,P1-Wire Drawer 1,Lathe,14-12-2022 02:54,C-500,Customer 52,16-07-2024 11:39,P1-25-1072,Component Z8,323.7152815,26-04-2023 14:02,22-01-2024 08:52,Scheduled,,,QC-259,,Passed,Jane Smith
S-06,Global Metals,RM-0044,Steel Bar,Grade 2,4601,kg,17-05-2025,M-101,P1-Wire Drawer 1,Press,03-04-2025 18:31,C-508,Customer 109,09-01-2025 23:16,P1-24-1043,Component C5,561.2953211,17-01-2024 10:11,25-05-2025 04:28,Quoted,,,,29-10-2025 14:44,,ETP = Electrolytic Tough Pitch
S-06,Global Metals,RM-0003,Acetal Copolymer,6AL-2Sn-4Zr-2Mo,1166,KG,24-09-2024,M-101,P2-Milling Machine 2,Press,24-03-2025 18:31,C-512,Customer 115,09-11-2024 07:12,P2-24-1039,Component H9,331.0625483,29-03-2025 08:23,24-05-2025 08:34,Scheduled,,2219.711487,QC-275,29-01-2025 00:44,,John Doe
S-08,SteelCorp,RM-0037,Copper Pipe,Beryllium Copper,3483,kg,24-09-2025,M-103,P1-Wire Drawer 1,Mill,04-12-2022 17:41,C-513,Customer 55,23-12-2023 10:14,P2-23-1100,Component F3,322.1862242,18-05-2024 10:25,18-03-2024 01:23,Completed,RM-0016,1754.948516,,14-06-2024 16:21,Passed,Mary Williams
S-01,CopperCo,RM-0082,Hex Nut Blank,Grade 23,4951,kg,13-01-2024,M-201,P1-Wire Drawer 1,Lathe,07-12-2024 15:45,C-503,Customer 68,25-06-2024 04:41,P1-23-1051,Component P7,554.2913594,18-02-2024 10:17,27-03-2025 16:11,Completed,RM-0080,,,,,Mary Williams
S-01,SteelCorp,RM-0076,Steel Plate,Unfilled,4511,m,24-09-2024,M-104,P1-Wire Drawer 1,Lathe,06-12-2022 17:41,C-508,Customer 71,09-07-2025 23:44,P2-25-1057,Component P7,475.6315701,17-03-2024 07:23,21-04-2024 21:23,In Progress,RM-0078,916.1080458,,,Passed,Reworked:No
S-04,PlasticPro Inc.,RM-0030,Titanium Bar,Unfilled,1764,pcs,25-11-2024,M-101,P2-Milling Machine 2,Press,08-03-2024 17:42,C-512,Customer 111,25-12-2023 17:52,1050,Component M8,326.4931672,27-09-2024 06:21,20-07-2024 07:47,Scheduled,,2726.756047,,,Passed,marywilliams
S-06,SteelCorp,RM-0034,Titanium Sheet,WT5x6,2509,ft,10-03-2025,M-101,P1-CNC Lathe 1,Drawer,24-03-2025 18:31,C-509,Customer 99,23-01-2025 17:49,P1_24_1062,Component L8,508.4097306,23-04-2023 23:26,24-01-2023 19:12,Quoted,,,QC-263,19-02-2024 00:35,Failed,Mary Williams
S-04,Global Metals,RM-0061,Copper Bar,SS-304,1134,kg,28-01-2024,M-104,P1-CNC Lathe 1,Mill,18-10-2024 19:54,C-513,Customer 106,31-01-2024 09:27,P1-25-1004,Component U9,712.7268652,29-10-2025 11:34,27-01-2023 15:25,Quoted,RM-0054,3582.623293,QC-252,22-01-2024 07:59,,
S-02,AluWorks,RM-0019,Titanium Powder,Stainless 18-8,3269,pcs,13-01-2024,M-201,P1-CNC Lathe 1,Mill,28-12-2023 17:10,C-502,Customer 67,19-01-2024 12:39,P1-25-1098,Component H6,316.0373308,21-05-2024 01:23,21-04-2024 21:23,Completed,RM-0091,2876.651062,,02-02-2024 04:44,,
S-06,Global Metals,RM-0100,Aluminum Bar,Zinc Plated,2170,pcs,14-01-2024,M-103,P2-Grinding Machine 5,Drawer,01-03-2024 17:42,C-513,Customer 117,02-19-2025 08:35,P1-25-1052,Component F9,473.9879657,25-01-2023 11:34,23-07-2024 04:23,Completed,RM-0048,1970.295114,,19-02-2024 08:35,,Jane Smith
S-04,SteelCorp,RM-0083,HDPE Granules,Grade 4,2.28E+03,kg,14-01-2024,M-201,P1-Stamping Press 1,Lathe,18-06-2025 20:30,C-501,Customer 54,09-01-2025 23:16,P1-24-1055,Component Y1,516.6863506,04-02-2024 13:02,21-01-2024 16:14,Completed,,1653.441981,,,,
S-03,PlasticPro,RM-0068,Titanium Plate,T6 Temper,1288,kg,28-07-2025,M-104,P1-CNC Lathe 1,Press,24-03-2025 18:31,C-503,Customer 112,03-03-2025 14:15,P1_25_1017,Component T5,489.5409193,28-11-2025 10:25,19-05-2024 02:25,On Hold,RM-0045,,QC-273,03-09-2023 11:15,,Mary Williams
S-01,SteelCorp,RM-0094,Steel Plate,Mixed,4347,kg,11-08-2024,M-105,P2-Milling Machine 2,Cutter,10-01-2024,C-509,Customer 77,23-01-2025 17:49,P2-24-1048,Component H1,692.895935,29-09-2024 11:34,19-02-2024 01:17,Completed,RM-0034,1096.785729,QC-282,25-04-2024 23:21,Passed,
S-03,Global Metals,RM-0034,Steel H-Pile,Mild Steel,4025,kg,13-02-2024,M-101,P2-Grinding Machine 5,Drawer,18-06-2025 20:30,C-502,Customer 138,13-11-2024 13:22,P1_24_1006,Component C6,955.2113979,01-10-2025 02:05,23-02-2024 18:26,Completed,RM-0063,640.8136628,QC-243,,Passed,Peter Jones
S-06,CopperCo,RM-0088,Steel Channel,CP Grade 2,3699,ft,11-06-2024,M-104,P1-Wire Drawer 1,Drawer,24-03-2025 18:31,C-504,Customer 64,10-29-2024 07:12,P1-25-1052,Component F7,204.3000599,18-05-2024 11:37,21-05-2024 21:23,Completed,,,QC-273,24-04-2023 15:43,,Peter Jones
S-01,Global Metals,RM-0014,Steel Sheet Pile,5052-H32,1551,ft,25-11-2024,M-103,P2-Grinding Machine 5,Cutter,09/25/2024,C-511,Customer 141,06-07-2025 05:27,P1-24-1019,Component Z5,657.0729997,04-02-2024 13:02,22-04-2023 05:02,Completed,,,QC-274,26-01-2023 17:15,Failed,
S-01,Alu Works,RM-0017,Steel Billet,6061-T6,4046,kg,18-04-2023,M-103,P1-Stamping Press 1,Drawer,10-01-2024,C-511,Customer 121,16-04-2025 09:12,P1-25-1008,Component C2,707.1189118,01-08-2025 12:35,27-01-2023 15:25,Cancelled,RM-0098,1242.798671,,26-05-2025 00:44,,Invalid date format
S-04,SteelCorp,RM-0055,Flange Nut,Beta C,1650,pcs,12-03-2024,M-104,P1-Waterjet Cutter,Drawer,10-12-2023 03:19,C-503,Customer 105,09-11-2024 07:12,P2-24-1083,Component M8,718.83541,15-06-2024 11:43,01-10-2025 16:05,Scheduled,RM-0023,,QC-220,,,Peter Jones
S-08,SteelCorp,RM-0060,Steel Bar,C110,4460,pcs,24-09-2025,M-103,P1-Waterjet Cutter,Grinder,04-12-2023 03:32,C-510,Customer 111,16-04-2025 09:12,P2-24-1048,Component G3,422.8081595,18-02-2024 10:28,17-01-2024 19:14,Completed,RM-0027,,,26-01-2023 17:15,,Jane Smith
S-03,AluWorks,RM-0097,Steel Sheet,Carbon Steel,3343,m,24-09-2024,M-104,P2-Milling Machine 2,Press,10-01-2024,C-505,Customer 131,08-01-2024 09:44,P2-24-1074,Component K1,728.4192908,17-01-2024 01:14,19-02-2024 01:17,Completed,,1198.385186,,,,
S-03,AluWorks,RM-0063,ABS Pellets,Stainless 18-8,4453,kg,27-07-2025,M-202,P1-CNC Lathe 1,Lathe,15-12-2022 15:43,C-509,Customer 138,20-04-2024 23:05,P1-24-1093,Component L8,735.319396,01-10-2025 23:26,05-12-2025 20:54,Pending Materials,RM-0017,,QC-275,,Passed,
S-03,CopperCo,RM-0043,Steel Sheet,S4x7.7,2828,kg,27-07-2025,M-101,P1-CNC Lathe 1,Mill,19-06-2025 00:03,C-505,Customer 52,02-09-2024 18:37,P1_24_1084,Component Z3,470.6100026,27-01-2025 10:48,22-05-2025 20:24,Completed,RM-0007,,,21-04-2025 16:21,,Peter Jones
S-06,Steel Corp,RM-0028,HDPE Granules,Internal Tooth,1467,kg,25-11-2024,M-201,P1-Stamping Press 1,Grinder,17-02-2025 19:51,C-512,Customer 127,09-07-2025 23:44,P2/23/1094,Component F3,500.77914,20-02-2024 02:13,19-05-2024 02:25,Completed,,2215.301071,,,Passed,Mary Williams
S-03,PlasticPro Inc.,RM-0047,Steel Wire Rod,0.05mm,4130,pcs,28-01-2023,M-104,P1-Wire Drawer 1,Grinder,28-12-2023 17:10,C-508,Customer 126,26-01-2024 12:39,1037,Component Q4,843.6677246,19-07-2024 12:47,28-11-2025 17:53,Completed,,2179.598647,QC-276,,,
S-01,PlasticPro,RM-0056,Steel Flat Bar,SS-316,3343,ft,28-01-2024,M-202,P1-Wire Drawer 1,Cutter,19-12-2023 12:20,C-509,Customer 148,16-04-2025 09:12,P1-24-1042,Component C9,280.8403563,27-03-2025 02:11,18-02-2025 01:47,Scheduled,RM-0040,,,28-01-2025 00:52,Passed,Peter Jones
S-01,SteelCorp,RM-0084,Titanium Foil,0.05mm,3587,kg,13-01-2024,M-101,P1-CNC Lathe 1,Mill,15-12-2022 15:43,C-513,Customer 120,23-01-2025 17:49,P1-25-1033,Component O7,85.22971876,20-02-2024 02:13,05-12-2025 20:54,Completed,,,,01-02-2023 19:15,Passed,
S-01,SteelCorp,RM-0052,Steel Square Bar,6063-T5,844.37,kg,13-02-2024,M-104,P1-Waterjet Cutter,Mill,29-04-2024 14:14,C-513,Customer 96,18-02-2024 01:21,P2-24-1012,Component E6,802.7306897,24-05-2025 08:24,18-03-2024 01:23,Completed,RM-0076,,,,,Mary Williams
S-01,PlasticPro,RM-0079,Titanium Bar,Cast Tooling,3440,kg,17-05-2025,M-104,P1-Waterjet Cutter,Press,03-03-2024,C-503,Customer 101,25-12-2023 17:52,P1-24-1018,Component W6,488.603888,26-01-2023 23:25,04-12-2024 16:54,Completed,RM-0089,1042.577032,QC-207,,,"{'reason': 'Design change', 'approved_by': 'peterjones'}"
S-06,Global Metals,RM-0040,Polycarbonate Sheet,Galvanized,2335,kg,18-04-2023,M-202,P2-Grinding Machine 5,Drawer,06-12-2022 17:41,C-509,Customer 52,09-05-2025 17:34,P2-24-1075,Component L4,85.48407734,01-10-2025 02:05,28-11-2025 17:53,Scheduled,,,QC-207,16-02-2024 01:39,Failed,Jane Smith
S-08,CopperCo,RM-0050,PVC Pellets,Woven,2591,ft,20-01-2023,M-104,P1-Waterjet Cutter,Drawer,17-09-2025 14:03,C-503,Customer 133,19-01-2024 12:39,1024,Component J9,466.4600663,01-02-2024 11:34,22-05-2025 20:24,Cancelled,RM-0023,,QC-240,,Passed,Mary Williams
S-04,Global Metals,RM-0076,Steel Sheet,Alloy Steel,2484,kg,12-03-2024,M-202,P1-Stamping Press 1,Lathe,04-12-2023 03:32,C-510,Customer 58,25-06-2024 04:41,P1_24_1044,Component K4,728.1573759,29-03-2025 08:23,02-10-2025 18:26,Quoted,RM-0043,,QC-280,,Passed,Mary Williams
S-06,SteelCorp,RM-0038,Nut Blank,Natural,2930,pcs,25-11-2024,M-201,P2-Grinding Machine 5,Lathe,25-06-2024 11:39,C-502,Customer 56,20-04-2024 23:05,1024,Component W2,469.7786208,21-05-2024 01:23,16-01-2024 13:23,Completed,RM-0025,1434.642267,QC-220,,,
S-01,AluWorks,RM-0087,Steel Sheet,Grade 2,1288,kg,16-07-2024,M-201,P2-Grinding Machine 5,Grinder,12-02-2025 18:00,C-508,Customer 88,27-03-2024 21:04,P1-24-1089,Component A5,445.1795837,29-01-2025 02:44,27-03-2025 16:11,Completed,,,QC-248,08-01-2025 00:30,Passed,
S-06,PlasticPro Inc.,RM-0041,Aluminum Plate,Corten,1650,kg,17-05-2025,M-201,P1-Stamping Press 1,Drawer,18-10-2024 19:54,C-511,Customer 104,08-01-2024 09:44,P1-24-1043,Component V6,204.0115623,01-02-2024 11:34,29-03-2025 17:11,Completed,RM-0075,3498.99468,QC-235,02-02-2024 04:44,,Jane Smith
S-03,PlasticPro,RM-0013,Titanium Coil,6AL-4V,2186,pcs,13-01-2024,M-101,P1-CNC Lathe 1,Lathe,12/17/2023,C-501,Customer 139,14-01-2023 20:53,P1_24_1067,Component X9,580.2476819,17-02-2024 03:00,18-03-2024 01:23,Scheduled,RM-0094,1546.101562,QC-220,,,John Doe
S-01,SteelCorp,RM-0073,Aluminum Tube,5052-H32,3587,kg,29-07-2025,M-103,P1-Wire Drawer 1,Drawer,18-06-2025 20:30,C-504,Customer 99,11-09-2024 07:12,1005,Component P7,927.5342276,16-08-2024 11:43,05-02-2024 06:02,Completed,RM-0093,1632.993534,QC-289,,Passed,Jane Smith
S-06,SteelCorp,RM-0040,Lock Washer,C3x4.1,1822,pcs,14-12-2024,M-202,P2-Milling Machine 2,Lathe,15-12-2022 15:43,C-507,Customer 115,13-04-2023 14:31,P1-25-1027,Component X5,81.29511193,20-02-2024 02:13,01-10-2025 16:05,Completed,,,,,,Reason:Machine double-booked
S-01,Global Metals,RM-0061,Steel Sheet,WT5x6,2186,KG,18-04-2024,M-202,P1-CNC Lathe 1,Press,08-01-2025 20:01,C-506,Customer 101,08-01-2024 09:44,P2-25-1021,Component Q8,668.6563883,01-02-2024 11:34,27-04-2023 06:02,Scheduled,,,,29-01-2025 00:44,,
S-06,PlasticPro,RM-0059,Steel Plate,Type L,4699,kg,28-01-2024,M-103,P1-CNC Lathe 1,Press,07-12-2024 15:45,C-505,Customer 55,09-05-2025 17:34,P2-24-1083,Component X1,442.309731,25-04-2024 06:18,05-12-2024 00:04,Completed,,1586.03328,QC-256,,,John Doe
S-02,Precision Fasteners,RM-0025,Titanium Fastener,AMS 4911,2765,kg,25-11-2025,M-101,P1-Wire Drawer 1,Lathe,28-12-2023 17:10,C-502,Customer 134,07-16-2024 11:39,1091,Component F3,82.57980818,27-03-2025 02:11,22-01-2023 17:21,Pending Materials,,1877.739866,,22-01-2024 07:59,Passed,John Doe
S-01,Global Metals,RM-0090,PETG Filament,Round Head,2509,m,27-07-2025,M-201,P2-Milling Machine 2,Mill,10-01-2024,C-506,Customer 85,09-11-2024 07:12,P2-24-1083,Component D7,811.543439,29-11-2024 01:05,04-12-2024 01:17,Completed,,,QC-261,,,Peter Jones
S-08,SteelCorp,RM-0085,Steel Pipe,WT5x6,3777,m,28-01-2023,M-103,P2-Milling Machine 2,Press,03-08-2025 11:15,C-500,Customer 113,27-03-2024 21:04,P1-25-1087,Component C4,949.7947103,13-03-2025 01:21,13-03-2025 03:21,Scheduled,RM-0015,819.4962897,,08-01-2025 00:30,,Jane Smith
S-06,AluWorks,RM-0024,Wing Nut,Mixed Grades,15118.08,kg,14-12-2024,M-104,P1-Stamping Press 1,Drawer,08-01-2025 20:01,C-501,Customer 116,19-01-2024 12:39,P1-24-1096,Component F9,516.3105351,25-04-2024 06:18,06-12-2024 18:18,Completed,RM-0075,1870.376314,QC-251,,,
S-03,Global Metals,RM-0005,Titanium Powder,C101,1176,kg,28-01-2024,M-101,P1-Stamping Press 1,Drawer,19-12-2023 12:20,C-506,Customer 117,13-04-2023 14:31,1060,Component I6,633.5656863,24-12-2024 07:11,27-09-2024 15:21,Scheduled,,,QC-227,,,
S-01,Steel Corp,RM-0021,Steel Coil,Natural,3685,kg,24-09-2024,M-101,P2-Grinding Machine 5,Drawer,18-10-2024 19:54,C-502,Customer 145,13-04-2023 14:31,P1-25-1009,Component V3,83.51755534,23-05-2025 08:34,01-08-2025 22:17,Completed,RM-0040,,,21-04-2024 20:31,,Reason:Machine double-booked
S-01,AluWorks,RM-0088,Aluminum Tube,American Standard,3122,m,25-11-2024,M-202,P1-Waterjet Cutter,Mill,03/23/2025,C-507,Customer 144,13-01-2023 13:00,P2-24-1038,Component G3,731.0288019,05-12-2024 13:06,21-01-2024 16:14,Completed,,3379.892558,QC-247,03-13-2025 03:04,,Peter Jones
S-04,AluWorks,RM-0065,Steel Scrap,UV Stabilized,1551,m,18-04-2023,M-103,P1-CNC Lathe 1,Drawer,28-12-2023 17:10,C-509,Customer 125,25-06-2024 04:41,P1_25_1053,Component C1,522.1950847,20-04-2025 23:14,02-10-2024 14:21,Completed,,2875.137738,,26-01-2023 17:15,Passed,
S-06,Copper Co.,RM-0045,Polycarbonate Sheet,T-1,1968,kg,13-01-2024,M-201,P2-Milling Machine 2,Mill,06/27/2024,C-503,Customer 137,13-01-2023 13:00,P1-25-1033,Component K1,1003.646607,27-09-2024 06:21,16-01-2024 13:23,Completed,,,,24-04-2024 15:31,Passed,Peter Jones
S-06,SteelCorp,RM-0100,Polypropylene,WT5x6,3587,kg,14-01-2024,M-104,P2-Stamping Press 1,Mill,06-12-2022 17:41,C-503,Customer 71,09-11-2024 07:12,P2-25-1011,Component E6,474.5486684,23-04-2024 23:14,22-01-2024 08:52,Completed,,1754.268812,,21-07-2024 01:21,Passed,
S-06,PlasticPro,RM-0098,Titanium Mesh,3/16 inch,2956,kg,25-11-2024,M-105,P1-Wire Drawer 1,Mill,03-08-2025 11:15,C-503,Customer 102,02-19-2025 08:35,P1-25-1087,Component D3,162.5663569,29-10-2025 11:34,22-05-2025 20:24,Completed,RM-0005,2450.178456,QC-223,17-01-2024 18:03,Passed,John Doe
S-04,SteelCorp,RM-0019,Titanium Sheet,Hot Rolled,3284,ft,17-05-2025,M-201,P2-Grinding Machine 5,Cutter,04-12-2022 17:41,C-512,Customer 123,10-29-2024 07:12,P1-23-1015,Component M4,651.5010149,06-02-2024 02:44,26-04-2025 05:34,Quoted,,,QC-205,22-05-2025 19:35,Passed,
S-01,SteelCorp,RM-0063,Bolt Blank,Stainless 18-8,3257,kg,28-01-2024,M-104,P2-Grinding Machine 5,Lathe,03/23/2025,C-503,Customer 142,09-05-2025 17:34,P2-25-1092,Component Y8,358.4663662,05-02-2023 23:14,06-02-2024 00:07,Scheduled,,998.206614,,,Passed,Jane Smith
S-03,SteelCorp,RM-0051,Steel Sheet,Grade 5,2170,kg,11-06-2024,M-201,P1-CNC Lathe 1,Press,01-08-2024 01:14,C-509,Customer 50,03-09-2024 10:49,P1_24_1040,Component Q8,85.73004264,21-04-2024 00:23,05-12-2024 00:04,Scheduled,,1688.093691,QC-235,20-05-2025 21:31,,Jane Smith
S-03,Global Metals,RM-0006-B,Titanium Bar,WT5x6,2509,kg,13-02-2024,M-103,P2-Milling Machine 2,Press,18-10-2024 19:54,C-512,Customer 110,20-04-2024 23:05,P1_25_1013,Component W8,201.2362588,21-02-2025 02:45,22-04-2023 05:02,Quoted,RM-0063,2158.353394,,,Passed,
S-06,CopperCo,RM-0054,Copper Plate,C101,2882,ft,18-04-2023,M-101,P1-Wire Drawer 1,Drawer,28-12-2023 17:10,C-506,Customer 106,13-04-2023 14:31,P1-25-1008,Component N6,854.3410512,22-07-2024 09:23,05-12-2025 20:54,Completed,RM-0031,4234.075039,QC-215,,Passed,
S-01,CopperCo,RM-0068,Steel T-Beam,A36,1822,pcs,28-01-2023,M-101,P1-Waterjet Cutter,Mill,15-12-2022 15:43,C-512,Customer 63,27-03-2024 21:04,P2/23/1094,Component N6,482.4722344,16-01-2024 19:54,19-08-2024 10:43,Completed,,,,,,
S-01,Alu Works,RM-0016,Polypropylene,6AL-4V,3269,meter,24-09-2024,M-101,P1-CNC Lathe 1,Lathe,13-05-2024 14:14,C-504,Customer 127,01-31-2024 09:27,P1-24-1093,Component R8,512.6933884,18-05-2025 01:21,01-02-2023 20:12,Rework Complete,RM-0017,,,29-01-2025 00:44,Passed,Mary Williams
S-06,Precision Fasteners,RM-0061,Steel Bar,6063-T5,1551,kg,29-07-2025,M-101,P1-CNC Lathe 1,Drawer,04-12-2022 17:41,C-505,Customer 105,27-03-2024 21:04,P2-24-1047,Component H1,323.8542036,03-12-2024 23:54,02-10-2024 12:14,Completed,,2583.249228,QC-291,,Passed,Peter Jones
